date tair sr
2015-03-28 -1.89425501545596 172.556969070387
2015-03-29 -0.821203258871654 171.268428499829
2015-03-30 -1.52527653859162 177.167157021517
2015-03-31 -3.37180183128362 167.008825471283
2015-04-01 -4.03629398081574 173.579185622008
2015-04-02 -3.26436868938721 188.276485370183
2015-04-03 -3.67725626327675 176.443950302527
2015-04-04 -4.12763925671967 180.823381832789
2015-04-05 -4.69631625252799 170.038121543619
2015-04-06 -4.87331296107844 180.140180012605
2015-04-07 -3.38887513629252 193.748557083799
2015-04-08 -2.43942706948646 173.560204901688
2015-04-09 -3.2427743539614 162.820423267692
2015-04-10 -2.77575146006574 159.88608002538
2015-04-11 -1.88309785663796 185.690335338936
2015-04-12 -2.98167410073347 188.108502967194
2015-04-13 -3.18887762112908 202.097791778827
2015-04-14 -3.4792667179179 202.410481544053
2015-04-15 -4.01174093836305 225.149877382513
2015-04-16 -4.20127571820127 219.554665448609
2015-04-17 -5.80367395020009 193.308779220791
2015-04-18 -5.97119636292737 207.565151930449
2015-04-19 -5.22249206255613 191.530996173772
2015-04-20 -2.81449251109639 220.944538512539
2015-04-21 -3.49892005981205 202.198598833381
2015-04-22 -2.81651216508983 201.064746721825
2015-04-23 -2.55641828119458 231.1596260723
2015-04-24 -1.99676347883816 200.701740233348
2015-04-25 -0.371441612685429 216.229659940345
2015-04-26 -0.364196931656994 224.519006964614
2015-04-27 -1.63088700116416 221.799030540461
2015-04-28 -2.75294033859187 225.379058571662
2015-04-29 -2.41773910352077 202.400489725718
2015-04-30 -1.87760223925412 214.445561425495
2015-05-01 -3.00371883359293 208.742739467493
2015-05-02 -2.90010486109268 221.379094438771
2015-05-03 -2.61736398799171 203.121462028085
2015-05-04 -1.80408477846959 207.106308889915
2015-05-05 -1.50843377565209 241.373602366137
2015-05-06 -1.29467666376503 213.740077675156
2015-05-07 -1.68751195242525 204.492411072378
2015-05-08 -1.53270435865631 215.063495268944
2015-05-09 -2.83664914968803 238.286004760995
2015-05-10 -2.9865631918806 230.665228908343
2015-05-11 -4.64458004886712 218.032159840553
2015-05-12 -4.22196611099781 232.518599130874
2015-05-13 -3.33626083705642 233.484054518195
2015-05-14 -2.74328330713906 226.91985577876
2015-05-15 -1.80486136616175 235.43635151591
2015-05-16 -2.51744409544565 239.748170262339
2015-05-17 -2.11783945719767 238.929982392795
2015-05-18 -0.385030622638627 218.656053107975
2015-05-19 -0.0298775583548905 213.594574029258
2015-05-20 1.56739933735822 233.241733514313
2015-05-21 2.43749134282184 235.08641962907
2015-05-22 2.09367478482262 231.690327491981
2015-05-23 0.971769825259402 244.399595596837
2015-05-24 2.69182936104989 216.014404453247
2015-05-25 1.3970806757406 251.899708191827
2015-05-26 0.38472386163506 266.845435284079
2015-05-27 0.166386352636869 243.406525133194
2015-05-28 1.71024518818571 264.377488011073
2015-05-29 1.77647123597314 263.788880393299
2015-05-30 2.50879539496095 238.378403151447
2015-05-31 2.64909971539055 250.545160175861
2015-06-01 2.51197816128722 238.596838014001
2015-06-02 2.95017443582241 266.73033283237
2015-06-03 3.67654434220988 276.708761870364
2015-06-04 1.99054154556232 265.762396865293
2015-06-05 3.49549555817601 265.748967522813
2015-06-06 3.60598333743781 264.94277456033
2015-06-07 3.39192864267472 258.206803821053
2015-06-08 3.08218906493353 267.957092931921
2015-06-09 2.03563950837902 249.615619554195
2015-06-10 1.80093552286792 262.937009827056
2015-06-11 2.23426286738089 258.57757267
2015-06-12 2.58389073241038 268.61552482125
2015-06-13 2.41935041584612 285.040257701013
2015-06-14 3.19642761644771 269.124370731869
2015-06-15 6.30104523540544 257.260568248374
2015-06-16 7.62316550008073 283.256873824183
2015-06-17 6.38164985051743 268.714394459816
2015-06-18 6.68253393748531 273.666342483626
2015-06-19 6.61657639198795 291.151998931869
2015-06-20 6.29061706104497 295.673537926104
2015-06-21 4.97478775388701 285.364868099685
2015-06-22 5.08549007287426 309.90604429092
2015-06-23 4.91607590037548 259.024081012112
2015-06-24 4.61209553374661 281.208458388921
2015-06-25 4.62886106235785 260.374022186881
2015-06-26 5.70160001106404 279.080631791391
2015-06-27 5.97122189157275 278.672147501777
2015-06-28 7.98910649985537 268.625639785845
2015-06-29 7.6039734706118 295.221826481309
2015-06-30 7.32139320537724 294.16323861064
2015-07-01 8.01557984889199 309.657018655915
2015-07-02 8.50545580880183 316.415149129003
2015-07-03 8.00264640615717 302.983941065004
2015-07-04 7.8951474139532 317.66543753009
2015-07-05 7.56973986506996 316.704003004046
2015-07-06 9.02916089793811 289.161260052008
2015-07-07 8.78368169260701 309.801838671094
2015-07-08 7.21692028989591 297.623500277131
2015-07-09 7.88980522932819 294.33248293789
2015-07-10 8.88595486450762 298.015843937039
2015-07-11 8.98681404177552 306.507764374056
2015-07-12 8.22176507904247 313.531310401392
2015-07-13 7.76251990188172 313.389700465008
2015-07-14 7.03600393219162 300.949796504459
2015-07-15 5.17264535974218 295.884322955114
2015-07-16 5.41062868491696 302.465393683457
2015-07-17 5.86515611609146 297.550121338605
2015-07-18 7.03108502669729 286.694047095451
2015-07-19 8.31365395045924 303.11130974704
2015-07-20 9.44058094727125 298.027483372701
2015-07-21 13.6970623359473 305.114734212865
2015-07-22 13.131778517778 279.968854748998
2015-07-23 11.7280265442636 294.572560460728
2015-07-24 11.9817431664262 322.251783872904
2015-07-25 11.5081266500661 314.446714263516
2015-07-26 9.09884530903745 311.021097711306
2015-07-27 8.56755690201587 282.341445729966
2015-07-28 7.73551832532721 313.239100699496
2015-07-29 8.16519026282923 297.26552525948
2015-07-30 8.33840424687827 307.963885413407
2015-07-31 7.96537782700743 295.949119834237
2015-08-01 8.18259969312943 289.274789939169
2015-08-02 7.7195278018245 278.781004237342
2015-08-03 7.39736513561815 270.953518845706
2015-08-04 7.99145912522925 289.671580784534
2015-08-05 7.50219004050669 270.033640540588
2015-08-06 8.70745964652268 287.83067106482
2015-08-07 9.5873480161489 296.554687758263
2015-08-08 9.12225338794405 292.12091252922
2015-08-09 10.4545599130659 292.50635635481
2015-08-10 10.5627268198236 289.798341903718
2015-08-11 10.2715685710012 274.82865321665
2015-08-12 8.76547605316382 277.832917117485
2015-08-13 6.49168186605711 257.96985747384
2015-08-14 6.15587732640874 255.173446592573
2015-08-15 7.12429933413405 268.202623531835
2015-08-16 8.56850469123106 271.885926160863
2015-08-17 9.3738877611707 256.568586444721
2015-08-18 9.7755219746692 259.368527438242
2015-08-19 9.89680322487827 258.978930156868
2015-08-20 10.4073309760576 256.600318377444
2015-08-21 10.8733721717582 274.424869058213
2015-08-22 11.2517305224416 268.40165767951
2015-08-23 10.5486523233022 261.821736831496
2015-08-24 10.1082365538647 259.330356633303
2015-08-25 9.30049776890622 241.39693898075
2015-08-26 10.2953231844814 249.451321959604
2015-08-27 8.30101857645137 242.543022952593
2015-08-28 7.2572916712521 230.477150067076
2015-08-29 7.14469123253794 233.644620906555
2015-08-30 5.99525844719377 222.45166512987
2015-08-31 5.27515193367393 223.713533588442
2015-09-01 7.13169741293624 236.180063029735
2015-09-02 7.65121897165415 230.670275424116
2015-09-03 6.81715359111967 232.523445384656
2015-09-04 5.43315898473188 241.173636839429
2015-09-05 5.51122565343555 242.599875188746
2015-09-06 5.18008266679644 237.474034210114
2015-09-07 5.47954450878958 218.332162377242
2015-09-08 3.94808275994883 237.665427435
2015-09-09 3.8767301205027 236.272322837656
2015-09-10 6.06635571152397 230.021055586919
2015-09-11 5.23336720351733 226.579423456729
2015-09-12 5.71009134426323 231.48714058521
2015-09-13 5.79913089718205 209.155080566999
2015-09-14 6.41269895615763 204.452786428309
2015-09-15 4.4962396591588 215.807528556681
2015-09-16 3.36279871552739 209.617583419828
2015-09-17 3.82590507579977 206.733821815956
2015-09-18 4.57022845579298 213.348706752188
2015-09-19 5.19911692832502 188.73471258614
2015-09-20 6.17552888003062 208.694356646415
2015-09-21 4.84020785934553 206.639985633107
2015-09-22 3.80310294032583 185.242269115491
2015-09-23 5.11810059959931 199.065676647446
2015-09-24 5.34795049422305 197.196141830272
2015-09-25 4.72299790779363 189.835911395575
2015-09-26 4.97531176873521 178.726981918662
2015-09-27 3.53292656111263 173.349336147592
2015-09-28 4.11240912653089 167.529786900398
2015-09-29 1.53665799770437 169.456389793956
2015-09-30 0.511790268123552 180.223260404405
2015-10-01 0.398584140645421 165.440497354736
2015-10-02 1.741619635545 174.373038046282
2015-10-03 2.20559320221498 176.877311263032
2015-10-04 0.532596704110862 163.671441279558
2015-10-05 -1.39088377384994 152.958291717396
2015-10-06 -0.542484395155219 158.26859525907
2015-10-07 1.28442654869853 150.44651470216
2015-10-08 4.26441058603035 154.713847122814
2015-10-09 5.8554486982348 151.78202492266
2015-10-10 3.69756205078946 141.518023969438
2015-10-11 3.66735947784665 149.412494955937
2015-10-12 3.5635131223383 139.665510244018
2015-10-13 3.44046765669035 142.931462700276
2015-10-14 5.6334209647698 136.734828066301
2015-10-15 4.77110086439374 135.452171686737
2015-10-16 3.95252635554359 138.058622583192
2015-10-17 3.20018300632495 144.032411191197
2015-10-18 3.15569339441628 134.623078729576
2015-10-19 2.6017887828633 133.90320921992
2015-10-20 2.25293858508864 130.715662153675
2015-10-21 1.95097449514566 135.649153658811
2015-10-22 2.47371607154234 127.829607047415
2015-10-23 1.04292648931382 128.258625523968
2015-10-24 -0.150457018665385 130.954910946617
2015-10-25 -1.03947225691879 123.062825239132
2015-10-26 -1.55853421256798 121.503817810122
2015-10-27 -2.35726332003643 121.744445610853
2015-10-28 -3.46997110268009 112.55757130443
2015-10-29 -5.25014718584809 113.140751144434
2015-10-30 -4.2722149878933 121.397295796229
2015-10-31 -3.46512859698026 122.600404265232
2015-11-01 -3.03499399368134 122.223240214967
2015-11-02 -2.19931039799504 108.650367727759
2015-11-03 -2.06344633331652 111.745472143292
2015-11-04 -2.22644834470041 110.553968778487
2015-11-05 -0.255334650020996 114.314493469922
2015-11-06 1.34270509108887 107.732483314447
2015-11-07 3.52153461621588 100.8344874277
2015-11-08 2.43722661901511 103.807725798421
2015-11-09 1.71924596775694 102.310950264159
2015-11-10 -0.278489973272041 98.434716208889
2015-11-11 -2.57618388946126 95.2350337303959
2015-11-12 -4.07666635358745 96.3389802445384
2015-11-13 -2.67357459516796 97.6897297974634
2015-11-14 -2.02741565667739 90.0273484426858
2015-11-15 -2.61896301251239 88.8987294560031
2015-11-16 -2.4864845365055 89.7716579368089
2015-11-17 -1.69794349271596 84.6787722606448
2015-11-18 -2.1167275805786 89.2498426903265
2015-11-19 -2.13954942681837 83.1632387549146
2015-11-20 -4.34781344620433 88.9153588980213
2015-11-21 -4.31116786919756 85.1563136600421
2015-11-22 -4.5966455429458 85.3910196038468
2015-11-23 -5.16527565989697 85.0244077232039
2015-11-24 -5.43442258055467 87.4293255722871
2015-11-25 -6.20899507889172 89.9108134682977
2015-11-26 -6.44063700270719 90.2197998347518
2015-11-27 -5.93335536243193 77.9027329610568
2015-11-28 -7.27529710236848 82.5277759762027
2015-11-29 -8.02144295480551 81.9354618946721
2015-11-30 -7.36056756768217 80.3164614710234
2015-12-01 -7.97514034323255 86.4393644681115
2015-12-02 -7.1008492849695 79.150822060569
2015-12-03 -7.13825376169363 80.0227835556021
2015-12-04 -6.09353523178138 78.6880737353667
2015-12-05 -4.20117587653424 79.0909172767755
2015-12-06 -5.49303234157968 86.7827908033166
2015-12-07 -6.44052753392138 80.5863425227136
2015-12-08 -5.40663528397641 74.1395671662966
2015-12-09 -3.98946900494479 70.2990374831545
2015-12-10 -3.84861443119539 70.6164637115964
2015-12-11 -5.59897447675788 70.4786926171443
2015-12-12 -7.55558980037259 73.6955151235081
2015-12-13 -7.26774621692955 58.9667145103081
2015-12-14 -5.9273793983017 72.6704082309416
2015-12-15 -3.76862777110286 69.7131658598495
2015-12-16 -4.34550925667979 67.003177837747
2015-12-17 -5.15307422675226 69.3821103470773
2015-12-18 -5.55141530340909 67.7527374268226
2015-12-19 -6.80216004646589 77.9929376792881
2015-12-20 -7.22218685029731 69.631815001261
2015-12-21 -7.85137832175116 70.8880695066988
2015-12-22 -9.35568438641707 77.0448401139898
2015-12-23 -7.92475747499041 67.7674482536668
2015-12-24 -5.52688585194643 67.6049191355489
2015-12-25 -4.62574066970958 67.0068731423116
2015-12-26 -5.19449452590719 64.5596702156659
2015-12-27 -5.32421800648659 71.7267501117228
2015-12-28 -6.16629021475738 75.0940525918261
2015-12-29 -5.14518104579149 71.285364985302
2015-12-30 -5.23159986054971 68.6030234341654
2015-12-31 -5.32627124395189 67.6253583097682
